"Габаритная высота","Габаритная глубина","Габаритная ширина","Имя","Имя родительского объекта","Количество","Марка","Марка родительского объекта","Относительная высота верха объекта","Относительная высота низа объекта","Расположение элемента относительно оси","Смещение по вертикали","Смещение родительского объекта по вертикали","Смещение элемента по вертикали","Смещение элемента по горизонтали","Список материалов","Список материалов.Имя","Список материалов.Плотность","Список материалов.Теплопроводность","Список материалов.Уникальный идентификатор","Стиль элемента","Стиль элемента.Высота элемента","Стиль элемента.Глубина  элемента","Стиль элемента.Имя","Стиль элемента.Ориентация 3D модели","Стиль элемента.Равномерное масштабирование","Стиль элемента.Уникальный идентификатор","Стиль элемента.Ширина элемента","Тип объекта","Угол нутации","Угол прецессии","Угол собственного вращения","Уникальный идентификатор","Уникальный идентификатор родительского объекта","Уровень","Чистая масса","Чистый объём"
"890.0000000","915.0000000","2010.0000000","Элемент - Софа: 2 010,00 мм x 915,00 мм x 890,00 мм","","1","","","890.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Софа","890.0000000","915.0000000","Софа","Нижняя","Нет","0a80998f-29b9-44ca-bb42-18df491c327d","2010.0000000","Элемент","0.0000000","89.8284719","0.0000000","591a7bab-f07d-4055-a638-28255ded885b","","1","","0.8328589"
"450.0000000","600.0000000","1200.0000000","Элемент - Кофейный стол: 1 200,00 мм x 600,00 мм x 450,00 мм","","1","","","450.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Кофейный стол","450.0000000","600.0000000","Кофейный стол","Нижняя","Да","9d107210-e671-4df8-a687-3334caf9d4a7","1200.0000000","Элемент","0.0000000","89.5083449","0.0000000","56f83d4d-b381-4bea-97c6-4a4197a46e49","","1","","0.0278560"
"450.0000000","600.0000000","1200.0000000","Элемент - Кофейный стол: 1 200,00 мм x 600,00 мм x 450,00 мм","","1","","","450.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Кофейный стол","450.0000000","600.0000000","Кофейный стол","Нижняя","Да","9d107210-e671-4df8-a687-3334caf9d4a7","1200.0000000","Элемент","0.0000000","89.5083449","0.0000000","8204bfe7-75bd-4990-865c-9becf33428b2","","1","","0.0278560"
"2130.0000000","550.0000000","1090.0000000","Элемент - Шкаф: 1 090,00 мм x 550,00 мм x 2 130,00 мм","","1","","","2130.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Шкаф","2130.0000000","550.0000000","Шкаф","Нижняя","Нет","1711deb9-5dca-4a17-af61-8dfa04f67e05","1090.0000000","Элемент","0.0000000","180.0000000","0.0000000","56ec906e-ab28-47af-b90c-e498d8e7004a","","1","","0.3788009"
"2130.0000000","550.0000000","1090.0000000","Элемент - Шкаф: 1 090,00 мм x 550,00 мм x 2 130,00 мм","","1","","","2130.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Шкаф","2130.0000000","550.0000000","Шкаф","Нижняя","Нет","1711deb9-5dca-4a17-af61-8dfa04f67e05","1090.0000000","Элемент","0.0000000","180.0000000","0.0000000","6a2d4a95-0eaa-44ac-8d57-5f9c4b3a9a68","","1","","0.3788009"
"2130.0000000","550.0000000","1090.0000000","Элемент - Шкаф: 1 090,00 мм x 550,00 мм x 2 130,00 мм","","1","","","2130.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Шкаф","2130.0000000","550.0000000","Шкаф","Нижняя","Нет","1711deb9-5dca-4a17-af61-8dfa04f67e05","1090.0000000","Элемент","0.0000000","180.0000000","0.0000000","887e220c-b15a-49d4-8632-e5a1344b9b67","","1","","0.3788009"
"890.0000000","915.0000000","2010.0000000","Элемент - Софа: 2 010,00 мм x 915,00 мм x 890,00 мм","","1","","","890.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Софа","890.0000000","915.0000000","Софа","Нижняя","Нет","0a80998f-29b9-44ca-bb42-18df491c327d","2010.0000000","Элемент","0.0000000","90.0000000","0.0000000","d602dac5-d25d-4518-a5ad-b521ab15f144","","1","","0.8328589"
"890.0000000","915.0000000","2010.0000000","Элемент - Софа: 2 010,00 мм x 915,00 мм x 890,00 мм","","1","","","890.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Софа","890.0000000","915.0000000","Софа","Нижняя","Нет","0a80998f-29b9-44ca-bb42-18df491c327d","2010.0000000","Элемент","0.0000000","270.1766204","0.0000000","e161f6d3-e4f6-4e7c-9e5c-14343aea9dd0","","1","","0.8328589"
"450.0000000","600.0000000","1200.0000000","Элемент - Кофейный стол: 1 200,00 мм x 600,00 мм x 450,00 мм","","1","","","450.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Кофейный стол","450.0000000","600.0000000","Кофейный стол","Нижняя","Да","9d107210-e671-4df8-a687-3334caf9d4a7","1200.0000000","Элемент","0.0000000","0.0000000","0.0000000","17fa36a1-3461-4319-9137-b7f50032ad72","","1","","0.0278560"
"890.0000000","915.0000000","2010.0000000","Элемент - Софа: 2 010,00 мм x 915,00 мм x 890,00 мм","","1","","","890.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Софа","890.0000000","915.0000000","Софа","Нижняя","Нет","0a80998f-29b9-44ca-bb42-18df491c327d","2010.0000000","Элемент","0.0000000","270.0000000","0.0000000","da07a520-a7b3-4d71-b5b0-5bfb9d4afe18","","1","","0.8328589"
"450.0000000","600.0000000","1200.0000000","Элемент - Кофейный стол: 1 200,00 мм x 600,00 мм x 450,00 мм","","1","","","450.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Кофейный стол","450.0000000","600.0000000","Кофейный стол","Нижняя","Да","9d107210-e671-4df8-a687-3334caf9d4a7","1200.0000000","Элемент","0.0000000","0.0000000","0.0000000","24d26dda-9abe-42bf-9cf6-4a3a7d2bff35","","1","","0.0278560"
"450.0000000","600.0000000","1200.0000000","Элемент - Кофейный стол: 1 200,00 мм x 600,00 мм x 450,00 мм","","1","","","450.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Кофейный стол","450.0000000","600.0000000","Кофейный стол","Нижняя","Да","9d107210-e671-4df8-a687-3334caf9d4a7","1200.0000000","Элемент","0.0000000","0.0000000","0.0000000","231ff03e-dc0e-4d10-8d76-861979827c9f","","1","","0.0278560"
"765.0000000","800.0000000","1500.0000000","Элемент - Офисный стол: 1 500,00 мм x 800,00 мм x 765,00 мм","","1","","","765.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стол","765.0000000","800.0000000","Офисный стол","Нижняя","Да","4936cbaa-410a-4f53-b1bd-348b59cc8ebf","1500.0000000","Элемент","0.0000000","0.0000000","0.0000000","8e2c0535-7f51-4d9a-b465-5ced21f93101","","1","","0.0739640"
"765.0000000","800.0000000","1500.0000000","Элемент - Офисный стол: 1 500,00 мм x 800,00 мм x 765,00 мм","","1","","","765.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стол","765.0000000","800.0000000","Офисный стол","Нижняя","Да","4936cbaa-410a-4f53-b1bd-348b59cc8ebf","1500.0000000","Элемент","0.0000000","0.0000000","0.0000000","1885e678-e4a4-416a-a379-829d6de912b3","","1","","0.0739640"
"765.0000000","800.0000000","1500.0000000","Элемент - Офисный стол: 1 500,00 мм x 800,00 мм x 765,00 мм","","1","","","765.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стол","765.0000000","800.0000000","Офисный стол","Нижняя","Да","4936cbaa-410a-4f53-b1bd-348b59cc8ebf","1500.0000000","Элемент","0.0000000","180.0000000","0.0000000","9838def8-c8be-4c1b-80a0-8693874373f4","","1","","0.0739640"
"765.0000000","800.0000000","1500.0000000","Элемент - Офисный стол: 1 500,00 мм x 800,00 мм x 765,00 мм","","1","","","765.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стол","765.0000000","800.0000000","Офисный стол","Нижняя","Да","4936cbaa-410a-4f53-b1bd-348b59cc8ebf","1500.0000000","Элемент","0.0000000","180.0000000","0.0000000","1ec9e92e-c643-4a53-b65e-a49fc8013fff","","1","","0.0739640"
"890.0000000","915.0000000","2010.0000000","Элемент - Софа: 2 010,00 мм x 915,00 мм x 890,00 мм","","1","","","890.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Софа","890.0000000","915.0000000","Софа","Нижняя","Нет","0a80998f-29b9-44ca-bb42-18df491c327d","2010.0000000","Элемент","0.0000000","90.0000000","0.0000000","d58cba07-1ef6-4f7a-b8c7-85b160f8e6e1","","1","","0.8328589"
"450.0000000","600.0000000","1200.0000000","Элемент - Кофейный стол: 1 200,00 мм x 600,00 мм x 450,00 мм","","1","","","450.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Кофейный стол","450.0000000","600.0000000","Кофейный стол","Нижняя","Да","9d107210-e671-4df8-a687-3334caf9d4a7","1200.0000000","Элемент","0.0000000","0.0000000","0.0000000","e537da10-c996-49b8-bd4e-43001d6c33c5","","1","","0.0278560"
"1110.0000000","790.0000000","675.0000000","Элемент - Офисный стул: 675,00 мм x 790,00 мм x 1 110,00 мм","","1","","","1110.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стул","1110.0000000","790.0000000","Офисный стул","Нижняя","Нет","05f06a64-397e-46e6-96f5-c4debffc3986","675.0000000","Элемент","0.0000000","0.0000000","0.0000000","8ff9da14-c8d4-4a14-b55f-12cc58dde23c","","1","","0.0698862"
"1110.0000000","790.0000000","675.0000000","Элемент - Офисный стул: 675,00 мм x 790,00 мм x 1 110,00 мм","","1","","","1110.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стул","1110.0000000","790.0000000","Офисный стул","Нижняя","Нет","05f06a64-397e-46e6-96f5-c4debffc3986","675.0000000","Элемент","0.0000000","0.0000000","0.0000000","c9f351ca-d941-4120-817f-5e04e58a19b2","","1","","0.0698862"
"1110.0000000","790.0000000","675.0000000","Элемент - Офисный стул: 675,00 мм x 790,00 мм x 1 110,00 мм","","1","","","1110.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стул","1110.0000000","790.0000000","Офисный стул","Нижняя","Нет","05f06a64-397e-46e6-96f5-c4debffc3986","675.0000000","Элемент","0.0000000","180.0000000","0.0000000","e9bb03ee-2635-4717-a8ed-b755048e5b53","","1","","0.0698862"
"1110.0000000","790.0000000","675.0000000","Элемент - Офисный стул: 675,00 мм x 790,00 мм x 1 110,00 мм","","1","","","1110.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стул","1110.0000000","790.0000000","Офисный стул","Нижняя","Нет","05f06a64-397e-46e6-96f5-c4debffc3986","675.0000000","Элемент","0.0000000","180.0000000","0.0000000","ced59ded-219e-4f0f-a4ad-88c8985e2097","","1","","0.0698862"
"765.0000000","800.0000000","1500.0000000","Элемент - Офисный стол: 1 500,00 мм x 800,00 мм x 765,00 мм","","1","","","765.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стол","765.0000000","800.0000000","Офисный стол","Нижняя","Да","4936cbaa-410a-4f53-b1bd-348b59cc8ebf","1500.0000000","Элемент","0.0000000","180.0000000","0.0000000","a83a34a8-fb82-484b-83c1-2ada6c9eccd0","","1","","0.0739640"
"1110.0000000","790.0000000","675.0000000","Элемент - Офисный стул: 675,00 мм x 790,00 мм x 1 110,00 мм","","1","","","1110.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стул","1110.0000000","790.0000000","Офисный стул","Нижняя","Нет","05f06a64-397e-46e6-96f5-c4debffc3986","675.0000000","Элемент","0.0000000","0.0000000","0.0000000","f5430dee-e22f-4dbe-a96a-fda105e8d129","","1","","0.0698862"
"890.0000000","915.0000000","2010.0000000","Элемент - Софа: 2 010,00 мм x 915,00 мм x 890,00 мм","","1","","","890.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Софа","890.0000000","915.0000000","Софа","Нижняя","Нет","0a80998f-29b9-44ca-bb42-18df491c327d","2010.0000000","Элемент","0.0000000","270.0000000","0.0000000","5003e505-2845-421b-80ff-9edf2c160c29","","1","","0.8328589"
"765.0000000","800.0000000","1500.0000000","Элемент - Офисный стол: 1 500,00 мм x 800,00 мм x 765,00 мм","","1","","","765.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стол","765.0000000","800.0000000","Офисный стол","Нижняя","Да","4936cbaa-410a-4f53-b1bd-348b59cc8ebf","1500.0000000","Элемент","0.0000000","0.0000000","0.0000000","99b7f0fd-fb1a-4e05-95d1-c456697c08c6","","1","","0.0739640"
"765.0000000","800.0000000","1500.0000000","Элемент - Офисный стол: 1 500,00 мм x 800,00 мм x 765,00 мм","","1","","","765.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стол","765.0000000","800.0000000","Офисный стол","Нижняя","Да","4936cbaa-410a-4f53-b1bd-348b59cc8ebf","1500.0000000","Элемент","0.0000000","0.0000000","0.0000000","b04fe698-6796-4d17-9ccd-6bbba2bdbad5","","1","","0.0739640"
"1110.0000000","790.0000000","675.0000000","Элемент - Офисный стул: 675,00 мм x 790,00 мм x 1 110,00 мм","","1","","","1110.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стул","1110.0000000","790.0000000","Офисный стул","Нижняя","Нет","05f06a64-397e-46e6-96f5-c4debffc3986","675.0000000","Элемент","0.0000000","180.0000000","0.0000000","611d2200-5b08-4695-bb19-31f1852f4abf","","1","","0.0698862"
"1110.0000000","790.0000000","675.0000000","Элемент - Офисный стул: 675,00 мм x 790,00 мм x 1 110,00 мм","","1","","","1110.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стул","1110.0000000","790.0000000","Офисный стул","Нижняя","Нет","05f06a64-397e-46e6-96f5-c4debffc3986","675.0000000","Элемент","0.0000000","180.0000000","0.0000000","f9f42478-73f8-4086-a315-941a59396402","","1","","0.0698862"
"450.0000000","600.0000000","1200.0000000","Элемент - Кофейный стол: 1 200,00 мм x 600,00 мм x 450,00 мм","","1","","","450.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Кофейный стол","450.0000000","600.0000000","Кофейный стол","Нижняя","Да","9d107210-e671-4df8-a687-3334caf9d4a7","1200.0000000","Элемент","0.0000000","0.0000000","0.0000000","8baf934c-821d-4f48-b96c-5e35043343e7","","1","","0.0278560"
"450.0000000","600.0000000","1200.0000000","Элемент - Кофейный стол: 1 200,00 мм x 600,00 мм x 450,00 мм","","1","","","450.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Кофейный стол","450.0000000","600.0000000","Кофейный стол","Нижняя","Да","9d107210-e671-4df8-a687-3334caf9d4a7","1200.0000000","Элемент","0.0000000","0.0000000","0.0000000","848d8f51-9328-4fcf-9852-818c1581e172","","1","","0.0278560"
"2130.0000000","550.0000000","1090.0000000","Элемент - Шкаф: 1 090,00 мм x 550,00 мм x 2 130,00 мм","","1","","","2130.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Шкаф","2130.0000000","550.0000000","Шкаф","Нижняя","Нет","1711deb9-5dca-4a17-af61-8dfa04f67e05","1090.0000000","Элемент","0.0000000","270.0000000","0.0000000","328cb99e-1ce6-47fb-bf48-ee775812ae72","","1","","0.3788009"
"2130.0000000","550.0000000","1090.0000000","Элемент - Шкаф: 1 090,00 мм x 550,00 мм x 2 130,00 мм","","1","","","2130.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Шкаф","2130.0000000","550.0000000","Шкаф","Нижняя","Нет","1711deb9-5dca-4a17-af61-8dfa04f67e05","1090.0000000","Элемент","0.0000000","270.0000000","0.0000000","01823632-e616-4cf7-800d-5e61ecba5da2","","1","","0.3788009"
"2130.0000000","550.0000000","1090.0000000","Элемент - Шкаф: 1 090,00 мм x 550,00 мм x 2 130,00 мм","","1","","","2130.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Шкаф","2130.0000000","550.0000000","Шкаф","Нижняя","Нет","1711deb9-5dca-4a17-af61-8dfa04f67e05","1090.0000000","Элемент","0.0000000","270.0000000","0.0000000","e53de38a-c763-40a5-9e20-e945440dbfd8","","1","","0.3788009"
"2130.0000000","550.0000000","1090.0000000","Элемент - Шкаф: 1 090,00 мм x 550,00 мм x 2 130,00 мм","","1","","","2130.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Шкаф","2130.0000000","550.0000000","Шкаф","Нижняя","Нет","1711deb9-5dca-4a17-af61-8dfa04f67e05","1090.0000000","Элемент","0.0000000","90.0000000","0.0000000","cb5504da-b4bb-4afc-b87e-058aa5800375","","1","","0.3788009"
"2130.0000000","550.0000000","1090.0000000","Элемент - Шкаф: 1 090,00 мм x 550,00 мм x 2 130,00 мм","","1","","","2130.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Шкаф","2130.0000000","550.0000000","Шкаф","Нижняя","Нет","1711deb9-5dca-4a17-af61-8dfa04f67e05","1090.0000000","Элемент","0.0000000","90.0000000","0.0000000","69412f69-faa4-4f05-b30d-db5b8cee5800","","1","","0.3788009"
"2130.0000000","550.0000000","1090.0000000","Элемент - Шкаф: 1 090,00 мм x 550,00 мм x 2 130,00 мм","","1","","","2130.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Шкаф","2130.0000000","550.0000000","Шкаф","Нижняя","Нет","1711deb9-5dca-4a17-af61-8dfa04f67e05","1090.0000000","Элемент","0.0000000","90.0000000","0.0000000","add4605f-a5b0-4cb2-8d2a-af2271999b7d","","1","","0.3788009"
"2130.0000000","550.0000000","1090.0000000","Элемент - Шкаф: 1 090,00 мм x 550,00 мм x 2 130,00 мм","","1","","","2130.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Шкаф","2130.0000000","550.0000000","Шкаф","Нижняя","Нет","1711deb9-5dca-4a17-af61-8dfa04f67e05","1090.0000000","Элемент","0.0000000","90.0000000","0.0000000","9dac3539-7307-44f2-bdde-6142656b2600","","1","","0.3788009"
"450.0000000","600.0000000","1200.0000000","Элемент - Кофейный стол: 1 200,00 мм x 600,00 мм x 450,00 мм","","1","","","450.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Кофейный стол","450.0000000","600.0000000","Кофейный стол","Нижняя","Да","9d107210-e671-4df8-a687-3334caf9d4a7","1200.0000000","Элемент","0.0000000","0.0000000","0.0000000","a670509d-726d-423a-85b7-4b0e35412592","","1","","0.0278560"
"2130.0000000","550.0000000","1090.0000000","Элемент - Шкаф: 1 090,00 мм x 550,00 мм x 2 130,00 мм","","1","","","2130.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Шкаф","2130.0000000","550.0000000","Шкаф","Нижняя","Нет","1711deb9-5dca-4a17-af61-8dfa04f67e05","1090.0000000","Элемент","0.0000000","90.0000000","0.0000000","227c2db0-407c-434f-bb3d-5aec4b7f08da","","1","","0.3788009"
"2130.0000000","550.0000000","1090.0000000","Элемент - Шкаф: 1 090,00 мм x 550,00 мм x 2 130,00 мм","","1","","","2130.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Шкаф","2130.0000000","550.0000000","Шкаф","Нижняя","Нет","1711deb9-5dca-4a17-af61-8dfa04f67e05","1090.0000000","Элемент","0.0000000","90.0000000","0.0000000","7258faa7-a7d0-47b5-98ff-fd3fe0e9fe67","","1","","0.3788009"
"2130.0000000","550.0000000","1090.0000000","Элемент - Шкаф: 1 090,00 мм x 550,00 мм x 2 130,00 мм","","1","","","2130.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Шкаф","2130.0000000","550.0000000","Шкаф","Нижняя","Нет","1711deb9-5dca-4a17-af61-8dfa04f67e05","1090.0000000","Элемент","0.0000000","270.0000000","0.0000000","c604c22e-57de-4c17-b052-a0ce0f3fcb58","","1","","0.3788009"
"2130.0000000","550.0000000","1090.0000000","Элемент - Шкаф: 1 090,00 мм x 550,00 мм x 2 130,00 мм","","1","","","2130.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Шкаф","2130.0000000","550.0000000","Шкаф","Нижняя","Нет","1711deb9-5dca-4a17-af61-8dfa04f67e05","1090.0000000","Элемент","0.0000000","270.0000000","0.0000000","2e0ced24-32d3-43e8-a990-2ef00cdacb74","","1","","0.3788009"
"2130.0000000","550.0000000","1090.0000000","Элемент - Шкаф: 1 090,00 мм x 550,00 мм x 2 130,00 мм","","1","","","2130.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Шкаф","2130.0000000","550.0000000","Шкаф","Нижняя","Нет","1711deb9-5dca-4a17-af61-8dfa04f67e05","1090.0000000","Элемент","0.0000000","270.0000000","0.0000000","75c0fa8e-4805-4510-bc0f-128763e48959","","1","","0.3788009"
"765.0000000","800.0000000","1500.0000000","Элемент - Офисный стол: 1 500,00 мм x 800,00 мм x 765,00 мм","","1","","","765.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стол","765.0000000","800.0000000","Офисный стол","Нижняя","Да","4936cbaa-410a-4f53-b1bd-348b59cc8ebf","1500.0000000","Элемент","0.0000000","180.0000000","0.0000000","f1b72b8c-8822-40a1-b8c3-dac066936c8f","","1","","0.0739640"
"765.0000000","800.0000000","1500.0000000","Элемент - Офисный стол: 1 500,00 мм x 800,00 мм x 765,00 мм","","1","","","765.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стол","765.0000000","800.0000000","Офисный стол","Нижняя","Да","4936cbaa-410a-4f53-b1bd-348b59cc8ebf","1500.0000000","Элемент","0.0000000","180.0000000","0.0000000","c179abcd-04bb-463c-9de1-96001f5d8a4e","","1","","0.0739640"
"1110.0000000","790.0000000","675.0000000","Элемент - Офисный стул: 675,00 мм x 790,00 мм x 1 110,00 мм","","1","","","1110.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стул","1110.0000000","790.0000000","Офисный стул","Нижняя","Нет","05f06a64-397e-46e6-96f5-c4debffc3986","675.0000000","Элемент","0.0000000","0.0000000","0.0000000","65e25c68-4ed7-4760-991b-04c0df148f3a","","1","","0.0698862"
"1110.0000000","790.0000000","675.0000000","Элемент - Офисный стул: 675,00 мм x 790,00 мм x 1 110,00 мм","","1","","","1110.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стул","1110.0000000","790.0000000","Офисный стул","Нижняя","Нет","05f06a64-397e-46e6-96f5-c4debffc3986","675.0000000","Элемент","0.0000000","0.0000000","0.0000000","2e15974f-84d6-4beb-8402-83fd9c1366c6","","1","","0.0698862"
"765.0000000","800.0000000","1500.0000000","Элемент - Офисный стол: 1 500,00 мм x 800,00 мм x 765,00 мм","","1","","","765.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стол","765.0000000","800.0000000","Офисный стол","Нижняя","Да","4936cbaa-410a-4f53-b1bd-348b59cc8ebf","1500.0000000","Элемент","0.0000000","0.0000000","0.0000000","3e29ec86-92f4-47b1-9803-22e86bf7ab41","","1","","0.0739640"
"765.0000000","800.0000000","1500.0000000","Элемент - Офисный стол: 1 500,00 мм x 800,00 мм x 765,00 мм","","1","","","765.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стол","765.0000000","800.0000000","Офисный стол","Нижняя","Да","4936cbaa-410a-4f53-b1bd-348b59cc8ebf","1500.0000000","Элемент","0.0000000","0.0000000","0.0000000","68f48b8b-eeac-41f6-a341-ff239364d91c","","1","","0.0739640"
"765.0000000","800.0000000","1500.0000000","Элемент - Офисный стол: 1 500,00 мм x 800,00 мм x 765,00 мм","","1","","","765.0000000","0.0000000","По центру","0.0000000","","0.0000000","0.0000000","(нет)","(нет)","0,70","0,70","00000000-0000-0000-0000-000000000000","Офисный стол","765.0000000","800.0000000","Офисный стол","Нижняя","Да","4936cbaa-410a-4f53-b1bd-348b59cc8ebf","1500.0000000","Элемент","0.0000000","180.0000000","0.0000000","7c0ba5ad-2511-4007-af61-0d30a6142cf1","","1","","0.0739640"
