"Внутренняя площадь внутренней поверхности","Высота арки окна","Высота окна","Высота трапеции окна","Габаритная высота","Габаритная ширина","Глубина расположения окна","Имя","Имя родительского объекта","Категория","Количество","Марка","Марка родительского объекта","Наружная площадь внутренней поверхности","Ориентация заполнения окна","Отлив","Относительная высота верха объекта","Относительная высота низа объекта","Периметр","Площадь","Площадь внутренней поверхности","Площадь остекления","Подоконник","Расположение оконного проёма","Смещение по вертикали","Смещение родительского объекта по вертикали","Стиль армирования","Стиль армирования.Имя","Стиль армирования.Уникальный идентификатор","Стиль окна","Стиль окна.Глубина рамы","Стиль окна.Глубина рамы створки","Стиль окна.Имя","Стиль окна.Материал","Стиль окна.Материал.Имя","Стиль окна.Материал.Плотность","Стиль окна.Материал.Теплопроводность","Стиль окна.Материал.Уникальный идентификатор","Стиль окна.Толщина вертикального импоста","Стиль окна.Толщина горизонтального импоста","Стиль окна.Толщина рамы","Стиль окна.Толщина рамы створки","Стиль окна.Уникальный идентификатор","Тип объекта","Уникальный идентификатор","Уникальный идентификатор категории","Уникальный идентификатор родительского объекта","Уровень","Форма проёма окна","Ширина окна"
"2.5900000","","2500.0000000","","2500.0000000","1000.0000000","50.0000000","Окно - Раздвижное вертикальное (белый ПВХ): 1 000,00 мм x 2 500,00 мм","","Окно","1","","","0.5600000","Левая","Нет","5660.6129332","3160.6129332","7000.0000000","2.5000000","3.1500000","1.5308080","Нет","Вдоль стены","150.0000000","","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Раздвижное вертикальное (белый ПВХ)","60.0000000","60.0000000","Раздвижное вертикальное (белый ПВХ)","Поливинилхлорид белый","Поливинилхлорид белый","1400.0000000","0.1600000","e58d7b56-1944-41da-b412-cc4da94cbdc8","78.0000000","78.0000000","64.0000000","78.0000000","aa02ac91-e05d-40c8-9f9e-3e05171b831a","Окно","d79c924e-4318-4f60-ac37-5e46f5f9aafb","bd23e918-332c-4c8a-80e9-9231b8e18f50","","2","Прямоугольный проём","1000.0000000"
"2.5900000","","2500.0000000","","2500.0000000","1000.0000000","50.0000000","Окно - Раздвижное вертикальное (белый ПВХ): 1 000,00 мм x 2 500,00 мм","","Окно","1","","","0.5600000","Левая","Нет","5660.6129332","3160.6129332","7000.0000000","2.5000000","3.1500000","1.5308080","Нет","Вдоль стены","150.0000000","","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Раздвижное вертикальное (белый ПВХ)","60.0000000","60.0000000","Раздвижное вертикальное (белый ПВХ)","Поливинилхлорид белый","Поливинилхлорид белый","1400.0000000","0.1600000","e58d7b56-1944-41da-b412-cc4da94cbdc8","78.0000000","78.0000000","64.0000000","78.0000000","aa02ac91-e05d-40c8-9f9e-3e05171b831a","Окно","3b812736-9c37-4a8f-9863-000d5ec0ffe5","bd23e918-332c-4c8a-80e9-9231b8e18f50","","2","Прямоугольный проём","1000.0000000"
"2.5900000","","2500.0000000","","2500.0000000","1000.0000000","50.0000000","Окно - Раздвижное вертикальное (белый ПВХ): 1 000,00 мм x 2 500,00 мм","","Окно","1","","","0.5600000","Левая","Нет","5671.9206525","3171.9206525","7000.0000000","2.5000000","3.1500000","1.5308080","Нет","Вдоль стены","1000.0000000","","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Раздвижное вертикальное (белый ПВХ)","60.0000000","60.0000000","Раздвижное вертикальное (белый ПВХ)","Поливинилхлорид белый","Поливинилхлорид белый","1400.0000000","0.1600000","e58d7b56-1944-41da-b412-cc4da94cbdc8","78.0000000","78.0000000","64.0000000","78.0000000","aa02ac91-e05d-40c8-9f9e-3e05171b831a","Окно","8cbdddd4-3250-417e-a264-df9dd18e20be","bd23e918-332c-4c8a-80e9-9231b8e18f50","","2","Прямоугольный проём","1000.0000000"
"2.5900000","","2500.0000000","","2500.0000000","1000.0000000","50.0000000","Окно - Раздвижное вертикальное (белый ПВХ): 1 000,00 мм x 2 500,00 мм","","Окно","1","","","0.5600000","Левая","Нет","5623.3065186","3123.3065186","7000.0000000","2.5000000","3.1500000","1.5308080","Нет","Вдоль стены","700.0000000","","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Раздвижное вертикальное (белый ПВХ)","60.0000000","60.0000000","Раздвижное вертикальное (белый ПВХ)","Поливинилхлорид белый","Поливинилхлорид белый","1400.0000000","0.1600000","e58d7b56-1944-41da-b412-cc4da94cbdc8","78.0000000","78.0000000","64.0000000","78.0000000","aa02ac91-e05d-40c8-9f9e-3e05171b831a","Окно","55638202-f293-4415-8981-63afce72f3bd","bd23e918-332c-4c8a-80e9-9231b8e18f50","","2","Прямоугольный проём","1000.0000000"
"2.5900000","","2500.0000000","","2500.0000000","1000.0000000","50.0000000","Окно - Раздвижное вертикальное (белый ПВХ): 1 000,00 мм x 2 500,00 мм","","Окно","1","","","0.5600000","Левая","Нет","5650.0354327","3150.0354327","7000.0000000","2.5000000","3.1500000","1.5308080","Нет","Вдоль стены","700.0000000","","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Раздвижное вертикальное (белый ПВХ)","60.0000000","60.0000000","Раздвижное вертикальное (белый ПВХ)","Поливинилхлорид белый","Поливинилхлорид белый","1400.0000000","0.1600000","e58d7b56-1944-41da-b412-cc4da94cbdc8","78.0000000","78.0000000","64.0000000","78.0000000","aa02ac91-e05d-40c8-9f9e-3e05171b831a","Окно","247446aa-1062-43c7-ae5c-7760198d81ca","bd23e918-332c-4c8a-80e9-9231b8e18f50","","2","Прямоугольный проём","1000.0000000"
"1.8500000","","1600.0000000","","1600.0000000","900.0000000","50.0000000","Окно - Двустворчатое (белый ПВХ): 900,00 мм x 1 600,00 мм","","Окно","1","","","0.4000000","Левая","Нет","2300.0000000","700.0000000","5000.0000000","1.4400000","2.2500000","0.6584120","Нет","Вдоль стены","700.0000000","","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Двустворчатое (белый ПВХ)","60.0000000","60.0000000","Двустворчатое (белый ПВХ)","Поливинилхлорид белый","Поливинилхлорид белый","1400.0000000","0.1600000","e58d7b56-1944-41da-b412-cc4da94cbdc8","78.0000000","78.0000000","64.0000000","78.0000000","deab118a-a8ad-47dd-b51b-a25753f146ac","Окно","cbd51fae-5e59-45ac-82d1-e645a487c87f","bd23e918-332c-4c8a-80e9-9231b8e18f50","","1","Прямоугольный проём","900.0000000"
"1.8500000","","1600.0000000","","1600.0000000","900.0000000","50.0000000","Окно - Двустворчатое (белый ПВХ): 900,00 мм x 1 600,00 мм","","Окно","1","","","0.4000000","Левая","Нет","2300.0000000","700.0000000","5000.0000000","1.4400000","2.2500000","0.6584120","Нет","Вдоль стены","700.0000000","","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Двустворчатое (белый ПВХ)","60.0000000","60.0000000","Двустворчатое (белый ПВХ)","Поливинилхлорид белый","Поливинилхлорид белый","1400.0000000","0.1600000","e58d7b56-1944-41da-b412-cc4da94cbdc8","78.0000000","78.0000000","64.0000000","78.0000000","deab118a-a8ad-47dd-b51b-a25753f146ac","Окно","d237b7dc-c11d-4147-b024-f038b8cbd2c6","bd23e918-332c-4c8a-80e9-9231b8e18f50","","1","Прямоугольный проём","900.0000000"
"1.8500000","","1600.0000000","","1600.0000000","900.0000000","50.0000000","Окно - Двустворчатое (белый ПВХ): 900,00 мм x 1 600,00 мм","","Окно","1","","","0.4000000","Левая","Нет","5310.6129332","3710.6129332","5000.0000000","1.4400000","2.2500000","0.6584120","Нет","Вдоль стены","700.0000000","","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Двустворчатое (белый ПВХ)","60.0000000","60.0000000","Двустворчатое (белый ПВХ)","Поливинилхлорид белый","Поливинилхлорид белый","1400.0000000","0.1600000","e58d7b56-1944-41da-b412-cc4da94cbdc8","78.0000000","78.0000000","64.0000000","78.0000000","deab118a-a8ad-47dd-b51b-a25753f146ac","Окно","0fa9228b-77fc-48d4-90f0-2b32b2e22639","bd23e918-332c-4c8a-80e9-9231b8e18f50","","2","Прямоугольный проём","900.0000000"
"1.8500000","","1600.0000000","","1600.0000000","900.0000000","50.0000000","Окно - Двустворчатое (белый ПВХ): 900,00 мм x 1 600,00 мм","","Окно","1","","","0.4000000","Левая","Нет","2300.0000000","700.0000000","5000.0000000","1.4400000","2.2500000","0.6584120","Нет","Вдоль стены","700.0000000","","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Двустворчатое (белый ПВХ)","60.0000000","60.0000000","Двустворчатое (белый ПВХ)","Поливинилхлорид белый","Поливинилхлорид белый","1400.0000000","0.1600000","e58d7b56-1944-41da-b412-cc4da94cbdc8","78.0000000","78.0000000","64.0000000","78.0000000","deab118a-a8ad-47dd-b51b-a25753f146ac","Окно","fd93938a-33ab-424f-9f6a-efdfff6150e0","bd23e918-332c-4c8a-80e9-9231b8e18f50","","1","Прямоугольный проём","900.0000000"
"1.8500000","","1600.0000000","","1600.0000000","900.0000000","50.0000000","Окно - Двустворчатое (белый ПВХ): 900,00 мм x 1 600,00 мм","","Окно","1","","","0.4000000","Левая","Нет","5310.6129332","3710.6129332","5000.0000000","1.4400000","2.2500000","0.6584120","Нет","Вдоль стены","700.0000000","","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Двустворчатое (белый ПВХ)","60.0000000","60.0000000","Двустворчатое (белый ПВХ)","Поливинилхлорид белый","Поливинилхлорид белый","1400.0000000","0.1600000","e58d7b56-1944-41da-b412-cc4da94cbdc8","78.0000000","78.0000000","64.0000000","78.0000000","deab118a-a8ad-47dd-b51b-a25753f146ac","Окно","e3a0e192-28ed-47ed-8441-951f5dc17b39","bd23e918-332c-4c8a-80e9-9231b8e18f50","","2","Прямоугольный проём","900.0000000"
"1.8500000","","1600.0000000","","1600.0000000","900.0000000","50.0000000","Окно - Двустворчатое (белый ПВХ): 900,00 мм x 1 600,00 мм","","Окно","1","","","0.4000000","Левая","Нет","2300.0000000","700.0000000","5000.0000000","1.4400000","2.2500000","0.6584120","Нет","Вдоль стены","700.0000000","","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Двустворчатое (белый ПВХ)","60.0000000","60.0000000","Двустворчатое (белый ПВХ)","Поливинилхлорид белый","Поливинилхлорид белый","1400.0000000","0.1600000","e58d7b56-1944-41da-b412-cc4da94cbdc8","78.0000000","78.0000000","64.0000000","78.0000000","deab118a-a8ad-47dd-b51b-a25753f146ac","Окно","9ff324e4-cea6-4a36-822d-eca6866ff618","bd23e918-332c-4c8a-80e9-9231b8e18f50","","1","Прямоугольный проём","900.0000000"
"1.8500000","","1600.0000000","","1600.0000000","900.0000000","50.0000000","Окно - Двустворчатое (белый ПВХ): 900,00 мм x 1 600,00 мм","","Окно","1","","","0.4000000","Левая","Нет","5300.0000000","3700.0000000","5000.0000000","1.4400000","2.2500000","0.6584120","Нет","Вдоль стены","700.0000000","","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Двустворчатое (белый ПВХ)","60.0000000","60.0000000","Двустворчатое (белый ПВХ)","Поливинилхлорид белый","Поливинилхлорид белый","1400.0000000","0.1600000","e58d7b56-1944-41da-b412-cc4da94cbdc8","78.0000000","78.0000000","64.0000000","78.0000000","deab118a-a8ad-47dd-b51b-a25753f146ac","Окно","9ce74e03-ea2c-40bc-8c23-64a9687ae6f5","bd23e918-332c-4c8a-80e9-9231b8e18f50","","2","Прямоугольный проём","900.0000000"
"1.8500000","","1600.0000000","","1600.0000000","900.0000000","50.0000000","Окно - Двустворчатое (белый ПВХ): 900,00 мм x 1 600,00 мм","","Окно","1","","","0.4000000","Левая","Нет","5300.0000000","3700.0000000","5000.0000000","1.4400000","2.2500000","0.6584120","Нет","Вдоль стены","700.0000000","","(нет)","(нет)","00000000-0000-0000-0000-000000000000","Двустворчатое (белый ПВХ)","60.0000000","60.0000000","Двустворчатое (белый ПВХ)","Поливинилхлорид белый","Поливинилхлорид белый","1400.0000000","0.1600000","e58d7b56-1944-41da-b412-cc4da94cbdc8","78.0000000","78.0000000","64.0000000","78.0000000","deab118a-a8ad-47dd-b51b-a25753f146ac","Окно","3a5b0e7d-b3c7-43f7-8890-a64d52ce2948","bd23e918-332c-4c8a-80e9-9231b8e18f50","","2","Прямоугольный проём","900.0000000"
